key,translation,options,desc_en,desc_vi,chapter,status,notes
"absolute dating methods"                                                                               , "phương pháp xác định niên đại tuyệt đối"                                                               , "", "approved", "", 2, "approved", ""
"anthropology"                                                                                          , "Anthropology"                                                                                          , "", "", "", 2, "approved", "Tên riêng, không dịch"
"archaeobotanists"                                                                                      , "các nhà khảo cổ học thực vật"                                                                          , "", "approved", "", 2, "approved", ""
"archaeological context"                                                                                , "bối cảnh khảo cổ học"                                                                                  , "", "approved", "", 2, "approved", ""
"archaeological excavation"                                                                             , "khai quật khảo cổ"                                                                                     , "", "approved", "", 2, "approved", ""
"archaeological stratification"                                                                         , "archaeological stratification"                                                                         , "", "", "", 2, "approved", "Tên riêng, không dịch"
"archival collections"                                                                                  , "Archival collections"                                                                                  , "", "", "", 2, "approved", "Tên riêng, không dịch"
"armchair anthropology"                                                                                 , "nhân học ngồi ghế bành"                                                                                , "", "approved", "", 2, "approved", ""
"artifacts"                                                                                             , "hiện vật"                                                                                              , "", "approved", "", 2, "approved", ""
"benedict"                                                                                              , "Benedict"                                                                                              , "", "", "", 2, "approved", "Tên riêng, không dịch"
"binford"                                                                                               , "Binford"                                                                                               , "", "", "", 2, "approved", "Tên riêng, không dịch"
"boas"                                                                                                  , "Boas"                                                                                                  , "", "", "", 2, "approved", "Tên riêng, không dịch"
"british museum"                                                                                        , "British Museum"                                                                                        , "", "", "", 2, "approved", "Tên riêng, không dịch"
"bureau of american ethnology (bae)"                                                                    , "Bureau of American Ethnology (BAE)"                                                                    , "", "", "", 2, "approved", "Tên riêng, không dịch"
"chinuk wawa"                                                                                           , "Chinuk Wawa"                                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"chinuk wawa: kakwa nsayka ulman-tilixam laska munk-kemteks nsayka / as our elders teach us to speak it", "Chinuk Wawa: Kakwa nsayka ulman-tilixam laska munk-kemteks nsayka / As Our Elders Teach Us to Speak It", "", "", "", 2, "approved", "Tên riêng, không dịch"
"chronometric dating methods"                                                                           , "phương pháp xác định niên đại bằng phương pháp đo thời gian"                                           , "", "approved", "", 2, "approved", ""
"collaborators"                                                                                         , "collaborators"                                                                                         , "", "", "", 2, "approved", "Tên riêng, không dịch"
"collections"                                                                                           , "collections"                                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"coming of age in samoa"                                                                                , "Coming of Age in Samoa"                                                                                , "", "", "", 2, "approved", "Tên riêng, không dịch"
"coquille"                                                                                              , "Coquille"                                                                                              , "", "", "", 2, "approved", "Tên riêng, không dịch"
"coquille indian tribe"                                                                                 , "Coquille Indian Tribe"                                                                                 , "", "", "", 2, "approved", "Tên riêng, không dịch"
"cross-cutting relationship"                                                                            , "mối quan hệ xuyên suốt"                                                                                , "", "approved", "", 2, "approved", ""
"deloria jr."                                                                                           , "Deloria Jr."                                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"dendrochronology"                                                                                      , "niên đại học cây"                                                                                      , "", "approved", "", 2, "approved", ""
"dioramas"                                                                                              , "dioramas"                                                                                              , "", "", "", 2, "approved", "Tên riêng, không dịch"
"ecofacts"                                                                                              , "sự thật sinh thái"                                                                                     , "", "approved", "", 2, "approved", ""
"emic perspective"                                                                                      , "quan điểm nội tại"                                                                                     , "", "approved", "", 2, "approved", ""
"ethnocentric"                                                                                          , "vị chủng"                                                                                              , "", "approved", "", 2, "approved", ""
"ethnography"                                                                                           , "ethnography"                                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"ethnology"                                                                                             , "dân tộc học"                                                                                           , "", "approved", "", 2, "approved", ""
"etic perspective"                                                                                      , "quan điểm ngoại cuộc"                                                                                  , "", "approved", "", 2, "approved", ""
"features"                                                                                              , "đặc trưng"                                                                                             , "", "approved", "", 2, "approved", ""
"feminist anthropology"                                                                                 , "nhân học nữ quyền"                                                                                     , "", "approved", "", 2, "approved", ""
"finding aid"                                                                                           , "finding aid"                                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"frachtenberg"                                                                                          , "Frachtenberg"                                                                                          , "", "", "", 2, "approved", "Tên riêng, không dịch"
"gatschet"                                                                                              , "Gatschet"                                                                                              , "", "", "", 2, "approved", "Tên riêng, không dịch"
"global position system"                                                                                , "Global Position System"                                                                                , "", "", "", 2, "approved", "Tên riêng, không dịch"
"gps"                                                                                                   , "GPS"                                                                                                   , "", "", "", 2, "approved", "Tên riêng, không dịch"
"grand ronde tribe"                                                                                     , "Grand Ronde tribe"                                                                                     , "", "", "", 2, "approved", "Tên riêng, không dịch"
"hudson"                                                                                                , "Hudson"                                                                                                , "", "", "", 2, "approved", "Tên riêng, không dịch"
"hurston"                                                                                               , "Hurston"                                                                                               , "", "", "", 2, "approved", "Tên riêng, không dịch"
"hypothesis"                                                                                            , "giả thuyết"                                                                                            , "", "approved", "", 2, "approved", ""
"indigenous anthropology"                                                                               , "Nhân chủng học bản địa"                                                                                , "", "approved", "", 2, "approved", ""
"insider information"                                                                                   , "insider information"                                                                                   , "", "", "", 2, "approved", "Tên riêng, không dịch"
"institutional review board"                                                                            , "hội đồng đánh giá thể chế"                                                                             , "", "approved", "", 2, "approved", ""
"international repatriation"                                                                            , "international repatriation"                                                                            , "", "", "", 2, "approved", "Tên riêng, không dịch"
"interpretation"                                                                                        , "diễn giải"                                                                                             , "", "approved", "", 2, "approved", ""
"interviews"                                                                                            , "các cuộc phỏng vấn"                                                                                    , "", "approved", "", 2, "approved", ""
"jacobs"                                                                                                , "Jacobs"                                                                                                , "", "", "", 2, "approved", "Tên riêng, không dịch"
"kalapuya languages"                                                                                    , "Kalapuya languages"                                                                                    , "", "", "", 2, "approved", "Tên riêng, không dịch"
"kalapuya texts"                                                                                        , "Kalapuya Texts"                                                                                        , "", "", "", 2, "approved", "Tên riêng, không dịch"
"kenoyer"                                                                                               , "Kenoyer"                                                                                               , "", "", "", 2, "approved", "Tên riêng, không dịch"
"law of superposition"                                                                                  , "định luật chồng chất"                                                                                  , "", "approved", "", 2, "approved", ""
"league of the ho-dé-no-sau-nee, or iroquois"                                                           , "League of the Ho-dé-no-sau-nee, or Iroquois"                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"long-term research projects"                                                                           , "Long-term research projects"                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"mead"                                                                                                  , "Mead"                                                                                                  , "", "", "", 2, "approved", "Tên riêng, không dịch"
"megafauna"                                                                                             , "megafauna"                                                                                             , "", "", "", 2, "approved", "Tên riêng, không dịch"
"models"                                                                                                , "models"                                                                                                , "", "", "", 2, "approved", "Tên riêng, không dịch"
"morgan"                                                                                                , "Morgan"                                                                                                , "", "", "", 2, "approved", "Tên riêng, không dịch"
"nagpra"                                                                                                , "NAGPRA"                                                                                                , "", "approved", "", 2, "approved", ""
"national historic preservation act (nhpa)"                                                             , "National Historic Preservation Act (NHPA)"                                                             , "", "", "", 2, "approved", "Tên riêng, không dịch"
"native perspectives"                                                                                   , "Native perspectives"                                                                                   , "", "", "", 2, "approved", "Tên riêng, không dịch"
"natural history museums"                                                                               , "natural history museums"                                                                               , "", "", "", 2, "approved", "Tên riêng, không dịch"
"naturalism"                                                                                            , "chủ nghĩa tự nhiên"                                                                                    , "", "approved", "", 2, "approved", ""
"nunamiut ethnoarchaeology"                                                                             , "Nunamiut Ethnoarchaeology"                                                                             , "", "", "", 2, "approved", "Tên riêng, không dịch"
"open-ended"                                                                                            , "không giới hạn"                                                                                        , "", "approved", "", 2, "approved", ""
"oral histories"                                                                                        , "lịch sử truyền miệng"                                                                                  , "", "approved", "", 2, "approved", ""
"participant observation"                                                                               , "quan sát tham gia"                                                                                     , "", "approved", "", 2, "approved", ""
"period of retention"                                                                                   , "period of retention"                                                                                   , "", "", "", 2, "approved", "Tên riêng, không dịch"
"primary context"                                                                                       , "bối cảnh chính"                                                                                        , "", "approved", "", 2, "approved", ""
"provenance"                                                                                            , "nguồn gốc"                                                                                             , "", "approved", "", 2, "approved", ""
"pueblo bonita"                                                                                         , "Pueblo Bonita"                                                                                         , "", "", "", 2, "approved", "Tên riêng, không dịch"
"pueblo people"                                                                                         , "Pueblo people"                                                                                         , "", "", "", 2, "approved", "Tên riêng, không dịch"
"qualitative data"                                                                                      , "dữ liệu định tính"                                                                                     , "", "approved", "", 2, "approved", ""
"quantitative information"                                                                              , "Quantitative information"                                                                              , "", "", "", 2, "approved", "Tên riêng, không dịch"
"radiocarbon dating"                                                                                    , "định tuổi bằng đồng vị carbon phóng xạ"                                                                , "", "approved", "", 2, "approved", ""
"relative dating"                                                                                       , "xác định niên đại tương đối"                                                                           , "", "approved", "", 2, "approved", ""
"repatriation"                                                                                          , "hồi hương"                                                                                             , "", "approved", "", 2, "approved", ""
"research protocols"                                                                                    , "research protocols"                                                                                    , "", "", "", 2, "approved", "Tên riêng, không dịch"
"research question"                                                                                     , "câu hỏi nghiên cứu"                                                                                    , "", "approved", "", 2, "approved", ""
"retesting"                                                                                             , "kiểm tra lại"                                                                                          , "", "approved", "", 2, "approved", ""
"salvage anthropology"                                                                                  , "nhân học cứu hộ"                                                                                       , "", "approved", "", 2, "approved", ""
"scientific method"                                                                                     , "phương pháp khoa học"                                                                                  , "", "approved", "", 2, "approved", ""
"secondary context"                                                                                     , "bối cảnh thứ cấp"                                                                                      , "", "approved", "", 2, "approved", ""
"section 106"                                                                                           , "Section 106"                                                                                           , "", "", "", 2, "approved", "Tên riêng, không dịch"
"seriation"                                                                                             , "sắp xếp theo thứ tự"                                                                                   , "", "approved", "", 2, "approved", ""
"siletz reservation"                                                                                    , "Siletz Reservation"                                                                                    , "", "", "", 2, "approved", "Tên riêng, không dịch"
"southwest oregon research project"                                                                     , "Southwest Oregon Research Project"                                                                     , "", "", "", 2, "approved", "Tên riêng, không dịch"
"state historic preservation officer (shpo) or tribal historic preservation officer (thpo)"             , "state historic preservation officer (SHPO) or tribal historic preservation officer (THPO)"             , "", "", "", 2, "approved", "Tên riêng, không dịch"
"statistics"                                                                                            , "thống kê"                                                                                              , "", "approved", "", 2, "approved", ""
"steno"                                                                                                 , "Steno"                                                                                                 , "", "", "", 2, "approved", "Tên riêng, không dịch"
"strata"                                                                                                , "tầng"                                                                                                  , "", "approved", "", 2, "approved", ""
"stratigraphic superposition"                                                                           , "sự chồng chất địa tầng"                                                                                , "", "approved", "", 2, "approved", ""
"stratigraphy"                                                                                          , "địa tầng học"                                                                                          , "", "approved", "", 2, "approved", ""
"stratum"                                                                                               , "tầng"                                                                                                  , "", "approved", "", 2, "approved", ""
"summers collection"                                                                                    , "Summers Collection"                                                                                    , "", "", "", 2, "approved", "Tên riêng, không dịch"
"theory"                                                                                                , "lý thuyết"                                                                                             , "", "approved", "", 2, "approved", ""
"three-dimensional collections"                                                                         , "các bộ sưu tập ba chiều"                                                                               , "", "approved", "", 2, "approved", ""
"typological sequences"                                                                                 , "các trình tự kiểu loại"                                                                                , "", "approved", "", 2, "approved", ""
"wasson jr."                                                                                            , "Wasson Jr."                                                                                            , "", "", "", 2, "approved", "Tên riêng, không dịch"
"written consent"                                                                                       , "written consent"                                                                                       , "", "", "", 2, "approved", "Tên riêng, không dịch"
"zenk"                                                                                                  , "Zenk"                                                                                                  , "", "", "", 2, "approved", "Tên riêng, không dịch"
"zooarchaeologists"                                                                                     , "các nhà khảo cổ học động vật"                                                                          , "", "approved", "", 2, "approved", ""
