key,translation,options,desc_en,desc_vi,chapter,status,notes
"ancel keys"                         , "Ancel Keys"                           , "", "", "", 14, "approved", "Tên riêng, không dịch"
"appalachian region"                 , "Appalachian region"                   , "", "", "", 14, "approved", "Tên riêng, không dịch"
"armelagos"                          , "Armelagos"                            , "", "", "", 14, "approved", "Tên riêng, không dịch"
"arthur parker"                      , "Arthur Parker"                        , "", "", "", 14, "approved", "Tên riêng, không dịch"
"basalt"                             , "bazan"                                , "", "approved", "", 14, "approved", ""
"batiã©"                             , "BatiÃ©"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"biocultural approach"               , "phương pháp tiếp cận sinh học văn hóa", "", "approved", "", 14, "approved", ""
"blackley"                           , "Blackley"                             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"blombos cave"                       , "Blombos Cave"                         , "", "", "", 14, "approved", "Tên riêng, không dịch"
"borowski"                           , "Borowski"                             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"bowman"                             , "Bowman"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"cannibalism"                        , "ăn thịt người"                        , "", "approved", "", 14, "approved", ""
"chang"                              , "Chang"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"christian scientists"               , "Christian Scientists"                 , "", "", "", 14, "approved", "Tên riêng, không dịch"
"conklin"                            , "Conklin"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"cornaro"                            , "Cornaro"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"cuisine"                            , "ẩm thực"                              , "", "approved", "", 14, "approved", ""
"cultural heritage"                  , "di sản văn hóa"                       , "", "approved", "", 14, "approved", ""
"cultural identities"                , "bản sắc văn hóa"                       , "", "", "", 14, "approved", ""
"dragon boat festival"               , "Dragon Boat Festival"                 , "", "", "", 14, "approved", "Tên riêng, không dịch"
"duffy"                              , "Duffy"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"eastern band of cherokee"           , "Eastern Band of Cherokee"             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"ebeling"                            , "Ebeling"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"endocannibalism"                    , "endocannibalism"                      , "", "", "", 14, "approved", "Tên riêng, không dịch"
"exocannibalism"                     , "exocannibalism"                       , "", "", "", 14, "approved", "Tên riêng, không dịch"
"feasts"                             , "các bữa tiệc"                         , "", "approved", "", 14, "approved", ""
"food"                               , "đồ ăn"                                , "", "approved", "", 14, "approved", ""
"food deserts"                       , "vùng thiếu thực phẩm"                 , "", "approved", "", 14, "approved", ""
"food evidence"                      , "food evidence"                        , "", "", "", 14, "approved", "Tên riêng, không dịch"
"food oases"                         , "ốc đảo ẩm thực"                       , "", "approved", "", 14, "approved", ""
"food prescriptions"                 , "đơn thuốc thực phẩm"                  , "", "approved", "", 14, "approved", ""
"food proscriptions"                 , "cấm ăn uống"                          , "", "approved", "", 14, "approved", ""
"food taboos"                        , "kiêng kỵ thực phẩm"                    , "", "", "", 14, "approved", ""
"food traditions"                    , "food traditions"                      , "", "", "", 14, "approved", "Tên riêng, không dịch"
"foodways"                           , "tập tục ăn uống"                       , "", "approved", "", 14, "approved", ""
"foraging rights"                    , "foraging rights"                      , "", "", "", 14, "approved", "Tên riêng, không dịch"
"freedman"                           , "Freedman"                             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"genetically modified plants"        , "cây trồng biến đổi gen"               , "", "approved", "", 14, "approved", ""
"graham diet"                        , "Graham diet"                          , "", "", "", 14, "approved", "Tên riêng, không dịch"
"great smoky mountains national park", "Great Smoky Mountains National Park"  , "", "", "", 14, "approved", "Tên riêng, không dịch"
"grinder"                            , "grinder"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"grinding slabs"                     , "grinding slabs"                       , "", "", "", 14, "approved", "Tên riêng, không dịch"
"grinding tools"                     , "grinding tools"                       , "", "", "", 14, "approved", "Tên riêng, không dịch"
"grindstone"                         , "grindstone"                           , "", "", "", 14, "approved", "Tên riêng, không dịch"
"haudenosaunee"                      , "Haudenosaunee"                        , "", "", "", 14, "approved", "Tên riêng, không dịch"
"heirloom seed"                      , "hạt giống di sản"                      , "", "", "", 14, "approved", ""
"herodotus"                          , "Herodotus"                            , "", "", "", 14, "approved", "Tên riêng, không dịch"
"intercropping"                      , "trồng xen canh"                       , "", "approved", "", 14, "approved", ""
"japan"                              , "Japan"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"kinaaldã¡"                          , "KinaaldÃ¡"                            , "", "", "", 14, "approved", "Tên riêng, không dịch"
"larbey"                             , "Larbey"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"lewis"                              , "Lewis"                                , "", "", "", 14, "approved", "Tên riêng, không dịch"
"locavore"                           , "người ăn địa phương"                  , "", "approved", "", 14, "approved", ""
"love"                               , "Love"                                 , "", "", "", 14, "approved", "Tên riêng, không dịch"
"maya"                               , "Maya"                                 , "", "", "", 14, "approved", "Tên riêng, không dịch"
"mediterranean diet"                 , "Mediterranean diet"                   , "", "", "", 14, "approved", "Tên riêng, không dịch"
"mexico"                             , "Mexico"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"mortars"                            , "mortars"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"mt. pleasant"                       , "Mt. Pleasant"                         , "", "", "", 14, "approved", "Tên riêng, không dịch"
"navajo"                             , "Navajo"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"neolithic period"                   , "Neolithic Period"                     , "", "", "", 14, "approved", "Tên riêng, không dịch"
"nowell"                             , "Nowell"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"ohnuki-tierney"                     , "Ohnuki-Tierney"                       , "", "", "", 14, "approved", "Tên riêng, không dịch"
"paleo diet"                         , "paleo diet"                           , "", "", "", 14, "approved", "Tên riêng, không dịch"
"pestles"                            , "pestles"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
"phillips"                           , "Phillips"                             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"pleasant hill"                      , "Pleasant Hill"                        , "", "", "", 14, "approved", "Tên riêng, không dịch"
"pollan"                             , "Pollan"                               , "", "", "", 14, "approved", "Tên riêng, không dịch"
"prentice"                           , "Prentice"                             , "", "", "", 14, "approved", "Tên riêng, không dịch"
"qu yuan"                            , "Qu Yuan"                              , "", "", "", 14, "approved", "Tên riêng, không dịch"
