key,translation,options,desc_en,desc_vi,chapter,status,notes
"abu-lughod"               , "Abu-Lughod"                        , "", "", "", 15, "approved", "Tên riêng, không dịch"
"anas"                     , "Anas"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"asamoah"                  , "Asamoah"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"asch"                     , "Asch"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"bahia"                    , "Bahia"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"bateson"                  , "Bateson"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"boas"                     , "Boas"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"boyd"                     , "Boyd"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"broadcast media"          , "truyền thông quảng bá"             , "", "", "", 15, "approved", ""
"buckley"                  , "Buckley"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"collins"                  , "Collins"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"community radio"          , "đài phát thanh cộng đồng"          , "", "approved", "", 15, "approved", ""
"cosmopolitanism"          , "chủ nghĩa quốc tế"                 , "", "approved", "", 15, "approved", ""
"digital media"            , "truyền thông kỹ thuật số"          , "", "", "", 15, "approved", ""
"ethnographic film"        , "phim dân tộc học"                  , "", "approved", "", 15, "approved", ""
"faustian bargain"         , "Thỏa thuận với quỷ dữ"             , "", "approved", "", 15, "approved", ""
"fisher"                   , "Fisher"                            , "", "", "", 15, "approved", "Tên riêng, không dịch"
"flaherty"                 , "Flaherty"                          , "", "", "", 15, "approved", "Tên riêng, không dịch"
"ganti"                    , "Ganti"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"gaze theory"              , "thuyết ánh nhìn"                   , "", "", "", 15, "approved", ""
"gershon"                  , "Gershon"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"ghana"                    , "Ghana"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"gutenberg"                , "Gutenberg"                         , "", "", "", 15, "approved", "Tên riêng, không dịch"
"habermas"                 , "Habermas"                          , "", "", "", 15, "approved", "Tên riêng, không dịch"
"heath"                    , "Heath"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"hornberger"               , "Hornberger"                        , "", "", "", 15, "approved", "Tên riêng, không dịch"
"imperial gaze"            , "ánh nhìn hoàng gia"                , "", "approved", "", 15, "approved", ""
"independent media"        , "truyền thông độc lập"              , "", "approved", "", 15, "approved", ""
"indigenous media"         , "Truyền thông bản địa"              , "", "approved", "", 15, "approved", ""
"inuit"                    , "Inuit"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"jamano"                   , "jamano"                            , "", "", "", 15, "approved", "Tên riêng, không dịch"
"jenkins"                  , "Jenkins"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"jikko"                    , "jikko"                             , "", "", "", 15, "approved", "Tên riêng, không dịch"
"juuntuwaay"               , "juuntuwaay"                        , "", "", "", 15, "approved", "Tên riêng, không dịch"
"khiabany"                 , "Khiabany"                          , "", "", "", 15, "approved", "Tên riêng, không dịch"
"king farouk"              , "King Farouk"                       , "", "", "", 15, "approved", "Tên riêng, không dịch"
"lutz"                     , "Lutz"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"male gaze"                , "cái nhìn của nam giới"             , "", "approved", "", 15, "approved", ""
"mankekar"                 , "Mankekar"                          , "", "", "", 15, "approved", "Tên riêng, không dịch"
"marshall"                 , "Marshall"                          , "", "", "", 15, "approved", "Tên riêng, không dịch"
"mass media"               , "phương tiện truyền thông đại chúng", "", "approved", "", 15, "approved", ""
"mcluhan"                  , "McLuhan"                           , "", "", "", 15, "approved", "Tên riêng, không dịch"
"mead"                     , "Mead"                              , "", "", "", 15, "approved", "Tên riêng, không dịch"
"media"                    , "phương tiện truyền thông"          , "", "approved", "", 15, "approved", ""
