key,translation,options,desc_en,desc_vi,chapter,status,notes
"art"                   , "nghệ thuật"           , "", "approved", "", 16, "approved", ""
"benedict"              , "Benedict"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"blink-182"             , "Blink-182"            , "", "", "", 16, "approved", "Tên riêng, không dịch"
"boas"                  , "Boas"                 , "", "", "", 16, "approved", "Tên riêng, không dịch"
"body painting"         , "vẽ tranh trên cơ thể" , "", "approved", "", 16, "approved", ""
"brown"                 , "Brown"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"bryant"                , "Bryant"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"campbell"              , "Campbell"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"carlos"                , "Carlos"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"castille"              , "Castille"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"chuck d"               , "Chuck D"              , "", "", "", 16, "approved", "Tên riêng, không dịch"
"clash"                 , "Clash"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"cooke"                 , "Cooke"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"cultural appropriation", "sự chiếm đoạt văn hóa", "", "approved", "", 16, "approved", ""
"curtis"                , "Curtis"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"cyrus"                 , "Cyrus"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"da vinci"              , "da Vinci"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"densmore"              , "Densmore"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"dylan"                 , "Dylan"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"eminem"                , "Eminem"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"flaherty"              , "Flaherty"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"flavor flav"           , "Flavor Flav"          , "", "", "", 16, "approved", "Tên riêng, không dịch"
"floyd"                 , "Floyd"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"franklin"              , "Franklin"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"fujiwara"              , "Fujiwara"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"graffiti"              , "graffiti"             , "", "approved", "", 16, "approved", ""
"green day"             , "Green Day"            , "", "", "", 16, "approved", "Tên riêng, không dịch"
"hughes"                , "Hughes"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"hurston"               , "Hurston"              , "", "", "", 16, "approved", "Tên riêng, không dịch"
"iconographic study"    , "nghiên cứu biểu tượng", "", "approved", "", 16, "approved", ""
"jaiswal"               , "Jaiswal"              , "", "", "", 16, "approved", "Tên riêng, không dịch"
"kaepernick"            , "Kaepernick"           , "", "", "", 16, "approved", "Tên riêng, không dịch"
"klash"                 , "Klash"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"lamar"                 , "Lamar"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"lil nas x"             , "Lil Nas X"            , "", "", "", 16, "approved", "Tên riêng, không dịch"
"mead"                  , "Mead"                 , "", "", "", 16, "approved", "Tên riêng, không dịch"
"meme"                  , "meme"                 , "", "approved", "", 16, "approved", ""
"morris"                , "Morris"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"music artifacts"       , "music artifacts"      , "", "", "", 16, "approved", "Tên riêng, không dịch"
"obama"                 , "Obama"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"payton"                , "Payton"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"performance"           , "hiệu suất"            , "", "approved", "", 16, "approved", ""
"plattner"              , "Plattner"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"ramones"               , "Ramones"              , "", "", "", 16, "approved", "Tên riêng, không dịch"
"rezball"               , "quả bóng rez"         , "", "approved", "", 16, "approved", ""
"robinson"              , "Robinson"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"scarification"         , "xăm mình"             , "", "approved", "", 16, "approved", ""
"simone"                , "Simone"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"smith"                 , "Smith"                , "", "", "", 16, "approved", "Tên riêng, không dịch"
"sociodemographic"      , "nhân khẩu học xã hội" , "", "approved", "", 16, "approved", ""
"steely dan"            , "Steely Dan"           , "", "", "", 16, "approved", "Tên riêng, không dịch"
"sterling"              , "Sterling"             , "", "", "", 16, "approved", "Tên riêng, không dịch"
"tattooing"             , "xăm hình"             , "", "approved", "", 16, "approved", ""
"tubman"                , "Tubman"               , "", "", "", 16, "approved", "Tên riêng, không dịch"
"winehouse"             , "Winehouse"            , "", "", "", 16, "approved", "Tên riêng, không dịch"
