key,translation,options,desc_en,desc_vi,chapter,status,notes
"ackerknecht"                                   , "Ackerknecht"                             , "", "", "", 17, "approved", "Tên riêng, không dịch"
"adams"                                         , "Adams"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"andersonâs"                                  , "Andersonâs"                            , "", "", "", 17, "approved", "Tên riêng, không dịch"
"anorexia nervosa"                              , "chứng chán ăn tâm thần"                  , "", "approved", "", 17, "approved", ""
"authoritative knowledge"                       , "kiến thức có thẩm quyền"                 , "", "approved", "", 17, "approved", ""
"baker"                                         , "Baker"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"banks"                                         , "Banks"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"benedict"                                      , "Benedict"                                , "", "", "", 17, "approved", "Tên riêng, không dịch"
"biehlâs"                                     , "Biehlâs"                               , "", "", "", 17, "approved", "Tên riêng, không dịch"
"biocultural approach"                          , "phương pháp tiếp cận sinh học văn hóa"   , "", "approved", "", 17, "approved", ""
"biomedicine"                                   , "y sinh học"                              , "", "approved", "", 17, "approved", ""
"blue zones"                                    , "Vùng Xanh"                               , "", "approved", "", 17, "approved", ""
"boas"                                          , "Boas"                                    , "", "", "", 17, "approved", "Tên riêng, không dịch"
"bridges"                                       , "Bridges"                                 , "", "", "", 17, "approved", "Tên riêng, không dịch"
"cassell"                                       , "Cassell"                                 , "", "", "", 17, "approved", "Tên riêng, không dịch"
"causal attributions"                           , "quy kết nguyên nhân"                     , "", "approved", "", 17, "approved", ""
"clay"                                          , "Clay"                                    , "", "", "", 17, "approved", "Tên riêng, không dịch"
"clinical observations"                         , "quan sát lâm sàng"                       , "", "approved", "", 17, "approved", ""
"collado-ardon"                                 , "Collado-Ardon"                           , "", "", "", 17, "approved", "Tên riêng, không dịch"
"comorbidities"                                 , "bệnh lý đi kèm"                          , "", "approved", "", 17, "approved", ""
"critical medical anthropology (cma)"           , "Nhân học y tế phê phán (CMA)"            , "", "approved", "", 17, "approved", ""
"critical theories of health"                   , "các lý thuyết phê bình về sức khỏe"      , "", "approved", "", 17, "approved", ""
"cultural concepts of distress"                 , ""                                        , "", "", "", 17, "proposal", ""
"cultural systems model"                        , "mô hình hệ thống văn hóa"                , "", "approved", "", 17, "approved", ""
"davis"                                         , "Davis"                                   , "", "", "", 17, "approved", "Tên riêng, không dịch"
"disease"                                       , "bệnh"                                    , "", "approved", "", 17, "approved", ""
"douglas"                                       , "Douglas"                                 , "", "", "", 17, "approved", "Tên riêng, không dịch"
"downey"                                        , "Downey"                                  , "", "", "", 17, "approved", "Tên riêng, không dịch"
"epigenetics"                                   , "di truyền học biểu sinh"                 , "", "approved", "", 17, "approved", ""
"ethnomedicine"                                 , "dân tộc học"                             , "", "approved", "", 17, "approved", ""
"evans-pritchard"                               , "Evans-Pritchard"                         , "", "", "", 17, "approved", "Tên riêng, không dịch"
"evolutionary medicine"                         , "y học tiến hóa"                          , "", "approved", "", 17, "approved", ""
