key,translation,options,desc_en,desc_vi,chapter,status,notes
adams                                                    ," ""Adams""                                                    "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
affinal tie                                              ,liên kết thông gia," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
affine                                                   ,thân tộc thông gia," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
ambilineal descent                                       ," ""dòng dõi lưỡng tuyến""                                     "," """""," ""approved"""," """"", 11," ""approved"""," """""
ambilocal residence                                      ," ""cư trú ambilocal""                                         "," """""," ""approved"""," """"", 11," ""approved"""," """""
argonauts of the western pacific                         ," ""Argonauts of the Western Pacific""                         "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
avunculocal residence                                    ,cư trú bên cậu," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
bao                                                      ," ""Bao""                                                      "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
bifurcate merging kinship                                ," ""phân nhánh hợp nhất quan hệ họ hàng""                      "," """""," ""approved"""," """"", 11," ""approved"""," """""
bilateral descent                                        ,dòng dõi song hệ," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
blended families                                         ," ""gia đình hỗn hợp""                                         "," """""," ""approved"""," """"", 11," ""approved"""," """""
bride price                                              ,sính lễ cưới," """""," """""," """"", 11,approved,Đã hiệu đính bởi AI
bride service                                            ,phục dịch nhà vợ," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
bride wealth                                             ,sính lễ cưới," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
clans                                                    ,thị tộc," """""," ""approved"""," """"", 11,approved,Đã hiệu đính bởi AI
cognatic descent                                         ," ""dòng dõi huyết thống""                                     "," """""," ""approved"""," """"", 11," ""approved"""," """""
collateral kin                                           ," ""họ hàng bên ngoài""                                        "," """""," ""approved"""," """"", 11," ""approved"""," """""
compadrazgo                                              ," ""vai trò cha mẹ đỡ đầu""                                    "," """""," ""approved"""," """"", 11," ""approved"""," """""
consanguine                                              ," ""consanguine""                                              "," """""," """""," """"", 11," ""approved"""," ""Tên riêng"
