key,translation,options,desc_en,desc_vi,chapter,status,notes
"aesop"                   , "Aesop"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"anansi"                  , "Anansi"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"andes"                   , "Andes"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"animal"                  , "động vật"                                                 , "", "approved", "", 18, "approved", ""
"animal empathy"          , "sự đồng cảm với động vật"                                 , "", "approved", "", 18, "approved", ""
"anishinaabe"             , "Anishinaabe"                                              , "", "", "", 18, "approved", "Tên riêng, không dịch"
"anthropocentrism"        , "chủ nghĩa nhân loại trung tâm"                            , "", "approved", "", 18, "approved", ""
"apache"                  , "Apache"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"aristotle"               , "Aristotle"                                                , "", "", "", 18, "approved", "Tên riêng, không dịch"
"asinskâwôiniwak"         , "Asinskâwôiniwak"                                          , "", "", "", 18, "approved", "Tên riêng, không dịch"
"assiniboine"             , "Assiniboine"                                              , "", "", "", 18, "approved", "Tên riêng, không dịch"
"aztec"                   , "Aztec"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"barasana"                , "Barasana"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"berger"                  , "Berger"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"brightman"               , "Brightman"                                                , "", "", "", 18, "approved", "Tên riêng, không dịch"
"buddhism"                , "Buddhism"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"cattle"                  , "cattle"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"chono"                   , "Chono"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"conspecifics"            , "cùng loài"                                                , "", "approved", "", 18, "approved", ""
"coprolites"              , "coprolites"                                               , "", "", "", 18, "approved", "Tên riêng, không dịch"
"coyote"                  , "Coyote"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"culture hero"            , "anh hùng văn hóa"                                         , "", "approved", "", 18, "approved", ""
"darwin"                  , "Darwin"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"dog"                     , "dog"                                                      , "", "", "", 18, "approved", "Tên riêng, không dịch"
"domestication"           , "thuần hóa"                                                , "", "approved", "", 18, "approved", ""
"dwyer"                   , "Dwyer"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"ecotourism"              , "du lịch sinh thái"                                        , "", "approved", "", 18, "approved", ""
"elephant"                , "elephant"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"ethnoentomology"         , "ethnoentomology"                                          , "", "", "", 18, "approved", "Tên riêng, không dịch"
"evans-pritchard"         , "Evans-Pritchard"                                          , "", "", "", 18, "approved", "Tên riêng, không dịch"
"galápagos giant tortoise", "Galápagos giant tortoise"                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"galápagos islands"       , "Galápagos Islands"                                        , "", "", "", 18, "approved", "Tên riêng, không dịch"
"göring"                  , "Göring"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"greenwashing"            , "greenwashing"                                             , "", "", "", 18, "approved", "Tên riêng, không dịch"
"grimm brothers"          , "Grimm brothers"                                           , "", "", "", 18, "approved", "Tên riêng, không dịch"
"guaraní"                 , "Guaraní"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"guinea pigs"             , "guinea pigs"                                              , "", "", "", 18, "approved", "Tên riêng, không dịch"
"harris"                  , "Harris"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"henry morgan"            , "Henry Morgan"                                             , "", "", "", 18, "approved", "Tên riêng, không dịch"
"hinduism"                , "Hinduism"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"hitler"                  , "Hitler"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"inuit"                   , "Inuit"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"istomin"                 , "Istomin"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"izhma komi"              , "Izhma Komi"                                               , "", "", "", 18, "approved", "Tên riêng, không dịch"
"kainai"                  , "Kainai"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"kalapalo"                , "Kalapalo"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"kanzi"                   , "Kanzi"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"karma"                   , "nghiệp chướng"                                            , "", "approved", "", 18, "approved", ""
"kayapó"                  , "Kayapó"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"kennel clubs"            , "kennel clubs"                                             , "", "", "", 18, "approved", "Tên riêng, không dịch"
"koko"                    , "Koko"                                                     , "", "", "", 18, "approved", "Tên riêng, không dịch"
"lakota"                  , "Lakota"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"lascaux"                 , "Lascaux"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"lévi-strauss"            , "Lévi-Strauss"                                             , "", "", "", 18, "approved", "Tên riêng, không dịch"
"librito"                 , "librito"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"linnaeus"                , "Linnaeus"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"lo demás"                , "Lo Demás"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"maya"                    , "Maya"                                                     , "", "", "", 18, "approved", "Tên riêng, không dịch"
"meyers"                  , "Meyers"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"mohnhaupt"               , "Mohnhaupt"                                                , "", "", "", 18, "approved", "Tên riêng, không dịch"
"montezuma"               , "Montezuma"                                                , "", "", "", 18, "approved", "Tên riêng, không dịch"
"multispecies ethnography", "dân tộc học đa loài"                                      , "", "approved", "", 18, "approved", ""
"nature"                  , "thiên nhiên"                                              , "", "approved", "", 18, "approved", ""
"nenets"                  , "Nenets"                                                   , "", "", "", 18, "approved", "Tên riêng, không dịch"
"neotony"                 , "sự duy trì đặc tính non trẻ / sự duy trì đặc tính con non", "", "approved", "", 18, "approved", ""
"netsilik"                , "Netsilik"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"nomadic pastoralism"     , "chăn nuôi du mục"                                         , "", "approved", "", 18, "approved", ""
"olmec"                   , "Olmec"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"pachamama"               , "Pachamama"                                                , "", "", "", 18, "approved", "Tên riêng, không dịch"
"panbanisha"              , "Panbanisha"                                               , "", "", "", 18, "approved", "Tên riêng, không dịch"
"pastoral societies"      , "xã hội chăn nuôi"                                         , "", "approved", "", 18, "approved", ""
"pawakan"                 , "pawakan"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"pet keeping"             , "pet keeping"                                              , "", "", "", 18, "approved", "Tên riêng, không dịch"
"pets"                    , "thú cưng"                                                 , "", "approved", "", 18, "approved", ""
"polyspecific"            , "đa loài"                                                  , "", "approved", "", 18, "approved", ""
"posey"                   , "Posey"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"raven"                   , "Raven"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"reincarnated"            , "tái sinh"                                                 , "", "approved", "Thuật ngữ Chương 18", 18, "approved", ""
"rock cree"               , "Rock Cree"                                                , "", "", "", 18, "approved", "Tên riêng, không dịch"
"savage-rumbaugh"         , "Savage-Rumbaugh"                                          , "", "", "", 18, "approved", "Tên riêng, không dịch"
"serpell"                 , "Serpell"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"shipman"                 , "Shipman"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"symbiosis"               , "cộng sinh"                                                , "", "approved", "", 18, "approved", ""
"tamed"                   , "thuần dưỡng"                                              , "", "approved", "Thuật ngữ Chương 18", 18, "approved", ""
"tito"                    , "Tito"                                                     , "", "", "", 18, "approved", "Tên riêng, không dịch"
"totem"                   , "vật tổ"                                                   , "", "approved", "", 18, "approved", ""
"totem pole"              , "totem pole"                                               , "", "", "", 18, "approved", "Tên riêng, không dịch"
"totemism"                , "chủ nghĩa vật tổ"                                         , "", "approved", "", 18, "approved", ""
"transhumant pastoralists", "dân chăn nuôi di trú theo mùa / dân chăn nuôi bán du mục" , "", "approved", "Thuật ngữ Chương 18", 18, "approved", ""
"tricksters"              , "kẻ tinh nghịch / nhân vật tinh nghịch"                    , "", "approved", "Thuật ngữ Chương 18", 18, "approved", ""
"tuan"                    , "Tuan"                                                     , "", "", "", 18, "approved", "Tên riêng, không dịch"
"upper paleolithic"       , "Upper Paleolithic"                                        , "", "", "", 18, "approved", "Tên riêng, không dịch"
"waraõ"                   , "Waraõ"                                                    , "", "", "", 18, "approved", "Tên riêng, không dịch"
"weston jr."              , "Weston Jr."                                               , "", "", "", 18, "approved", "Tên riêng, không dịch"
"willerslev"              , "Willerslev"                                               , "", "", "", 18, "approved", "Tên riêng, không dịch"
"xoloitzcuintli"          , "Xoloitzcuintli"                                           , "", "", "", 18, "approved", "Tên riêng, không dịch"
"yukaghir"                , "Yukaghir"                                                 , "", "", "", 18, "approved", "Tên riêng, không dịch"
"zapotec"                 , "Zapotec"                                                  , "", "", "", 18, "approved", "Tên riêng, không dịch"
"zoo"                     , "zoo"                                                      , "", "", "", 18, "approved", "Tên riêng, không dịch"
"zoonoses"                , "bệnh truyền nhiễm từ động vật sang người"                 , "", "approved", "", 18, "approved", ""
