key,translation,options,desc_en,desc_vi,chapter,status,notes
"acephalous societies"  , "xã hội không có người đứng đầu", "", "approved", "", 8, "approved", ""
"age sets"              , "nhóm tuổi"                     , "", "approved", "", 8, "approved", ""
"akan"                  , "Akan"                          , "", "", "", 8, "approved", "Tên riêng, không dịch"
"anderson"              , "Anderson"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"appadurai"             , "Appadurai"                     , "", "", "", 8, "approved", "Tên riêng, không dịch"
"arab spring"           , "Mùa xuân Ả Rập"                , "", "approved", "", 8, "approved", ""
"asafo"                 , "hội thánh"                     , "", "approved", "", 8, "approved", ""
"asante"                , "Asante"                        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"asantehene"            , "Asantehene"                    , "", "", "", 8, "approved", "Tên riêng, không dịch"
"authority"             , "thẩm quyền"                    , "", "approved", "", 8, "approved", ""
"aztec"                 , "Aztec"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"aztec rulers"          , "Aztec rulers"                  , "", "", "", 8, "approved", "Tên riêng, không dịch"
"aztec state"           , "Aztec state"                   , "", "", "", 8, "approved", "Tên riêng, không dịch"
"aztecs"                , "Aztecs"                        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"band societies"        , "các hội nhóm"                  , "", "approved", "", 8, "approved", ""
"bands"                 , "bands"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"bedouin"               , "Bedouin"                       , "", "", "", 8, "approved", "Tên riêng, không dịch"
"big man"               , "người đàn ông to lớn"          , "", "approved", "", 8, "approved", ""
"centralized societies" , "xã hội tập trung"              , "", "approved", "", 8, "approved", ""
"chiefdom"              , "lãnh địa"                      , "", "", "", 8, "approved", ""
"chiefdoms"             , "Chiefdoms"                     , "", "", "", 8, "approved", "Tên riêng, không dịch"
"chiefs"                , "các thủ lĩnh"                  , "", "", "", 8, "approved", ""
"chinampas"             , "chinampas"                     , "", "approved", "", 8, "approved", ""
"clans"                 , "các bộ lạc"                    , "", "approved", "", 8, "approved", ""
"coercive power"        , "quyền lực cưỡng chế"           , "", "approved", "", 8, "approved", ""
"colonial government"   , "colonial government"           , "", "", "", 8, "approved", "Tên riêng, không dịch"
"colonial rule"         , "colonial rule"                 , "", "", "", 8, "approved", "Tên riêng, không dịch"
"colonial states"       , "các quốc gia thuộc địa"        , "", "approved", "", 8, "approved", ""
"colonialism"           , "colonialism"                   , "", "", "", 8, "approved", "Tên riêng, không dịch"
"conflict pressures"    , "Conflict pressures"            , "", "", "", 8, "approved", "Tên riêng, không dịch"
"davidson"              , "Davidson"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"eagleton"              , "Eagleton"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"evans-pritchard"       , "Evans-Pritchard"               , "", "", "", 8, "approved", "Tên riêng, không dịch"
"failed state"          , "trạng thái thất bại"           , "", "approved", "", 8, "approved", ""
"fortes"                , "Fortes"                        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"foucault"              , "Foucault"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"fragile state"         , "trạng thái dễ vỡ"              , "", "approved", "", 8, "approved", ""
"gilens"                , "Gilens"                        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"globalization"         , "globalization"                 , "", "", "", 8, "approved", "Tên riêng, không dịch"
"hadza"                 , "Hadza"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"hegemony"              , "bá quyền"                      , "", "approved", "", 8, "approved", ""
"hutu"                  , "Hutu"                          , "", "", "", 8, "approved", "Tên riêng, không dịch"
"ideology"              , "hệ tư tưởng"                   , "", "approved", "", 8, "approved", ""
"igbo"                  , "Igbo"                          , "", "", "", 8, "approved", "Tên riêng, không dịch"
"imagined communities"  , "cộng đồng tưởng tượng"         , "", "approved", "", 8, "approved", ""
"integrative pressures" , "Integrative pressures"         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"kapauku"               , "Kapauku"                       , "", "", "", 8, "approved", "Tên riêng, không dịch"
"kayapo"                , "Kayapo"                        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"king"                  , "nhà vua"                       , "", "approved", "", 8, "approved", ""
"kuper"                 , "Kuper"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"leopard-skin chief"    , "thủ lĩnh da báo"               , "", "approved", "", 8, "approved", ""
"li"                    , "Li"                            , "", "", "", 8, "approved", "Tên riêng, không dịch"
"lineage orders"        , "thứ tự dòng dõi"               , "", "approved", "", 8, "approved", ""
"lugal"                 , "lugal"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"marlowe"               , "Marlowe"                       , "", "", "", 8, "approved", "Tên riêng, không dịch"
"mesopotamia"           , "Mesopotamia"                   , "", "", "", 8, "approved", "Tên riêng, không dịch"
"nader"                 , "Nader"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"nation"                , "Quốc gia"                      , "", "approved", "", 8, "approved", ""
"nation-state"          , "quốc gia-nhà nước"             , "", "approved", "", 8, "approved", ""
"nation-states"         , "nation-states"                 , "", "", "", 8, "approved", "Tên riêng, không dịch"
"nkrumah"               , "Nkrumah"                       , "", "", "", 8, "approved", "Tên riêng, không dịch"
"non-western"           , "non-Western"                   , "", "", "", 8, "approved", "Tên riêng, không dịch"
"nuer"                  , "Nuer"                          , "", "", "", 8, "approved", "Tên riêng, không dịch"
"occupy wall street"    , "Occupy Wall Street"            , "", "", "", 8, "approved", "Tên riêng, không dịch"
"owusu"                 , "Owusu"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"parrhesia"             , "parrhesia"                     , "", "approved", "", 8, "approved", ""
"persuasive power"      , "sức mạnh thuyết phục"          , "", "approved", "", 8, "approved", ""
"political anthropology", "political anthropology"        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"political economy"     , "kinh tế chính trị"             , "", "approved", "", 8, "approved", ""
"politics"              , "Politics"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"pospisil"              , "Pospisil"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"postcolonial studies"  , "nghiên cứu hậu thuộc địa"      , "", "approved", "", 8, "approved", ""
"power"                 , "quyền lực"                     , "", "approved", "", 8, "approved", ""
"printing press"        , "printing press"                , "", "", "", 8, "approved", "Tên riêng, không dịch"
"proto-states"          , "trạng thái nguyên thủy"        , "", "approved", "", 8, "approved", ""
"reforms"               , "các cuộc cải cách"             , "", "", "", 8, "approved", ""
"resistance"            , "sức chống cự"                  , "", "approved", "", 8, "approved", ""
"revolution"            , "cuộc cách mạng"                , "", "approved", "", 8, "approved", ""
"richards"              , "Richards"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"segmentary lineages"   , "các dòng dõi phân đoạn"        , "", "", "", 8, "approved", ""
"service"               , "Service"                       , "", "", "", 8, "approved", "Tên riêng, không dịch"
"shavante"              , "Shavante"                      , "", "", "", 8, "approved", "Tên riêng, không dịch"
"social movements"      , "social movements"              , "", "", "", 8, "approved", "Tên riêng, không dịch"
"social organization"   , "social organization"           , "", "", "", 8, "approved", "Tên riêng, không dịch"
"social stratification" , "phân tầng xã hội"              , "", "approved", "", 8, "approved", ""
"state societies"       , "xã hội nhà nước"               , "", "approved", "", 8, "approved", ""
"tribal societies"      , "xã hội bộ lạc"                 , "", "approved", "", 8, "approved", ""
"tribe"                 , "bộ lạc"                        , "", "approved", "", 8, "approved", ""
"tribes"                , "tribes"                        , "", "", "", 8, "approved", "Tên riêng, không dịch"
"tutsi"                 , "Tutsi"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"village democracy"     , "dân chủ làng xã"               , "", "", "", 8, "approved", ""
"weber"                 , "Weber"                         , "", "", "", 8, "approved", "Tên riêng, không dịch"
"zulu"                  , "Zulu"                          , "", "", "", 8, "approved", "Tên riêng, không dịch"
