key,translation,options,desc_en,desc_vi,chapter,status,notes
"binomial distribution"            , "phân phối nhị thức"                        , "", "approved", "", 8, "approved", ""
"confidence interval"              , "Khoảng tin cậy"                            , "", "approved", "", 8, "approved", ""
"confidence intervals"             , "khoảng tin cậy"                            , "", "approved", "", 8, "approved", ""
"confidence level"                 , "mức tin cậy"                               , "", "approved", "", 8, "approved", ""
"degrees of freedom"               , "Bậc tự do"                                 , "", "approved", "", 8, "approved", ""
"empirical rule"                   , "Quy tắc thực nghiệm"                       , "", "approved", "", 8, "approved", ""
"error bound"                      , "giới hạn sai số"                           , "", "approved", "", 8, "approved", ""
"error bound for a population mean", "giới hạn sai số cho số trung bình quần thể", "", "approved", "", 8, "approved", ""
"inferential statistics"           , "thống kê suy luận"                         , "", "approved", "", 8, "approved", ""
"margin of error"                  , "sai số biên"                               , "", "approved", "", 8, "approved", ""
"normal distribution"              , "phân phối chuẩn"                           , "", "approved", "", 8, "approved", ""
"parameter"                        , "tham số"                                   , "", "approved", "", 8, "approved", ""
"point estimate"                   , "ước lượng điểm"                            , "", "approved", "", 8, "approved", ""
"standard deviation"               , "độ lệch chuẩn"                             , "", "approved", "", 8, "approved", ""
"student's t-distribution"         , "phân phối Student's t"                     , "", "approved", "", 8, "approved", ""
"z-score"                          , ""                                          , "", "", "", 8, "proposal", ""
