key,translation,options,desc_en,desc_vi,chapter,status,notes
"abydos"                  , "Abydos"                           , "", "", "", 7, "approved", "Tên riêng, không dịch"
"alternative modernity"   , "hiện đại thay thế"                , "", "approved", "", 7, "approved", ""
"animal domestication"    , "thuần hóa động vật"               , "", "approved", "", 7, "approved", ""
"anyang"                  , "Anyang"                           , "", "", "", 7, "approved", "Tên riêng, không dịch"
"balanced reciprocity"    , "sự tương hỗ cân bằng"             , "", "approved", "", 7, "approved", ""
"bands"                   , ""                                 , "", "", "", 7, "proposal", ""
"bedouin"                 , "Bedouin"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"capitalism"              , "capitalism"                       , "", "", "", 7, "approved", "Tên riêng, không dịch"
"caral"                   , "Caral"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"climate change"          , "Climate change"                   , "", "", "", 7, "approved", "Tên riêng, không dịch"
"colonialism"             , "chủ nghĩa thực dân"               , "", "approved", "", 7, "approved", ""
"commodities"             , "commodities"                      , "", "", "", 7, "approved", "Tên riêng, không dịch"
"commodity fetishism"     , "sự sùng bái hàng hóa"             , "", "approved", "", 7, "approved", ""
"crate"                   , "Crate"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"cuiva"                   , "Cuiva"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"cultivation"             , "canh tác"                         , "", "approved", "", 7, "approved", ""
"dobe ju/âhoansi"       , "Dobe Ju/âhoansi"                , "", "", "", 7, "approved", "Tên riêng, không dịch"
"economics"               , "economics"                        , "", "", "", 7, "approved", "Tên riêng, không dịch"
"egalitarian"             , "bình đẳng"                        , "", "approved", "", 7, "approved", ""
"euphrates"               , "Euphrates"                        , "", "", "", 7, "approved", "Tên riêng, không dịch"
"extensive"               , ""                                 , "", "", "", 7, "proposal", ""
"extensive horticulture"  , "trồng trọt quy mô lớn"            , "", "approved", "", 7, "approved", ""
"fallow"                  , "bỏ hoang"                         , "", "approved", "", 7, "approved", ""
"fertile crescent"        , "Fertile Crescent"                 , "", "", "", 7, "approved", "Tên riêng, không dịch"
"foragers"                , "foragers"                         , "", "", "", 7, "approved", "Tên riêng, không dịch"
"galbraith"               , "Galbraith"                        , "", "", "", 7, "approved", "Tên riêng, không dịch"
"gathering-hunting"       , "săn bắt hái lượm"                 , "", "approved", "", 7, "approved", ""
"general-purpose money"   , "tiền đa dụng"                     , "", "approved", "", 7, "approved", ""
"generalized reciprocity" , "sự tương hỗ tổng quát"            , "", "approved", "", 7, "approved", ""
"globalization"           , "toàn cầu hóa"                     , "", "approved", "", 7, "approved", ""
"hadza"                   , "Hadza"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"haida"                   , "Haida"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"harappa"                 , "Harappa"                          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"harvey"                  , "Harvey"                           , "", "", "", 7, "approved", "Tên riêng, không dịch"
"hasty"                   , "Hasty"                            , "", "", "", 7, "approved", "Tên riêng, không dịch"
"horticultural societies" , "Horticultural societies"          , "", "", "", 7, "approved", "Tên riêng, không dịch"
"humus"                   , "mùn"                              , "", "approved", "", 7, "approved", ""
"hxaro"                   , "xe hơi"                           , "", "approved", "", 7, "approved", ""
"indigenous peoples"      , "Indigenous peoples"               , "", "", "", 7, "approved", "Tên riêng, không dịch"
"industrialism"           , "công nghiệp hóa"                  , "", "approved", "", 7, "approved", ""
