key,translation,options,desc_en,desc_vi,chapter,status,notes
"!kung san"               , "!Kung San"                              , "", "", "", 13, "approved", "Tên riêng, không dịch"
"agnosticism"             , "bất khả tri"                            , "", "approved", "", 13, "approved", ""
"amish"                   , "Amish"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"ancestor spirits"        , "ancestor spirits"                       , "", "", "", 13, "approved", "Tên riêng, không dịch"
"animism"                 , "thuyết vật linh"                        , "", "approved", "", 13, "approved", ""
"atheism"                 , "chủ nghĩa vô thần"                      , "", "approved", "", 13, "approved", ""
"bell"                    , "Bell"                                   , "", "", "", 13, "approved", "Tên riêng, không dịch"
"bellah"                  , "Bellah"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"beng people"             , "Beng people"                            , "", "", "", 13, "approved", "Tên riêng, không dịch"
"binary oppositions"      , "cặp đối lập nhị phân"                   , "", "", "", 13, "approved", ""
"bruderhof"               , "Bruderhof"                              , "", "", "", 13, "approved", "Tên riêng, không dịch"
"calendrical"             , "calendrical"                            , "", "", "", 13, "approved", "Tên riêng, không dịch"
"charisma"                , "charisma"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"christianity"            , "Christianity"                           , "", "", "", 13, "approved", "Tên riêng, không dịch"
"communitas"              , "cộng đồng"                              , "", "approved", "", 13, "approved", ""
"culture heroes"          , "culture heroes"                         , "", "", "", 13, "approved", "Tên riêng, không dịch"
"deity"                   , "thần thánh"                             , "", "approved", "", 13, "approved", ""
"divination"              , "bói toán"                               , "", "approved", "", 13, "approved", ""
"doctrines"               , "giáo lý"                                , "", "", "", 13, "approved", ""
"dreamtime"               , "Dreamtime"                              , "", "", "", 13, "approved", "Tên riêng, không dịch"
"dundes"                  , "Dundes"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"durkheim"                , "Durkheim"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"earth-diver myths"       , "những huyền thoại về người lặn trái đất", "", "approved", "", 13, "approved", ""
"eliade"                  , "Eliade"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"evenki"                  , "Evenki"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"exorcism"                , "trừ tà"                                 , "", "approved", "", 13, "approved", ""
"frazer"                  , "Frazer"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"geertz"                  , "Geertz"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"ghosts"                  , "ghosts"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"goddesses"               , "nữ thần"                                , "", "approved", "", 13, "approved", ""
"gods"                    , "các vị thần"                            , "", "approved", "", 13, "approved", ""
"gottlieb"                , "Gottlieb"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"grave goods"             , "grave goods"                            , "", "", "", 13, "approved", "Tên riêng, không dịch"
"hierophany"              , "sự hiển linh"                           , "", "approved", "", 13, "approved", ""
"hogan"                   , "hogan"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"hutterites"              , "Hutterites"                             , "", "", "", 13, "approved", "Tên riêng, không dịch"
"inuit people"            , "Inuit people"                           , "", "", "", 13, "approved", "Tên riêng, không dịch"
"islam"                   , "Islam"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"judaism"                 , "Judaism"                                , "", "", "", 13, "approved", "Tên riêng, không dịch"
"kaâaba"                , "Kaâaba"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"kinaaldã¡"               , "KinaaldÃ¡"                              , "", "", "", 13, "approved", "Tên riêng, không dịch"
"lã©vi-strauss"           , "LÃ©vi-Strauss"                          , "", "", "", 13, "approved", "Tên riêng, không dịch"
"laugrand"                , "Laugrand"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"law of contagion"        , "luật lây lan"                           , "", "approved", "", 13, "approved", ""
"law of similarity"       , "luật tương tự"                          , "", "approved", "", 13, "approved", ""
"liminality"              , "tính chuyển tiếp"                       , "", "approved", "", 13, "approved", ""
"liturgical order"        , "liturgical order"                       , "", "", "", 13, "approved", "Tên riêng, không dịch"
"magic"                   , "ma thuật"                               , "", "approved", "", 13, "approved", ""
"mana"                    , "mana"                                   , "", "approved", "", 13, "approved", ""
"maori"                   , "Maori"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"merino people"           , "Merino people"                          , "", "", "", 13, "approved", "Tên riêng, không dịch"
"metaphor"                , "ẩn dụ"                                  , "", "approved", "", 13, "approved", ""
"metonym"                 , "hoán dụ"                                , "", "approved", "", 13, "approved", ""
"monotheistic religions"  , "tôn giáo nhất thần"                     , "", "", "", 13, "approved", ""
"multivocal"              , "đa thanh"                               , "", "approved", "", 13, "approved", ""
"myth"                    , "thần thoại"                             , "", "approved", "", 13, "approved", ""
"mythemes"                , "chủ đề thần thoại"                      , "", "approved", "", 13, "approved", ""
"navajo"                  , "Navajo"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"ndembu"                  , "Ndembu"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"nones"                   , "nones (nhóm không tôn giáo)"            , "", "", "", 13, "approved", ""
"north korea"             , "North Korea"                            , "", "", "", 13, "approved", "Tên riêng, không dịch"
"oosten"                  , "Oosten"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"paradigm"                , "paradigm"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"personal leavings"       , "personal leavings"                      , "", "", "", 13, "approved", "Tên riêng, không dịch"
"pilgrimage"              , "cuộc hành hương"                        , "", "approved", "", 13, "approved", ""
"place"                   , "địa điểm"                               , "", "approved", "", 13, "approved", ""
"polytheistic religions"  , "tôn giáo đa thần"                       , "", "", "", 13, "approved", ""
"priests"                 , "linh mục"                               , "", "approved", "", 13, "approved", ""
"primary messages"        , "thông điệp chính"                       , "", "approved", "", 13, "approved", ""
"prophecy"                , "prophecy"                               , "", "", "", 13, "approved", "Tên riêng, không dịch"
"prophets"                , "tiên tri"                               , "", "", "", 13, "approved", ""
"proselytization"         , "truyền đạo"                             , "", "approved", "", 13, "approved", ""
"religion"                , "tôn giáo"                               , "", "approved", "", 13, "approved", ""
"rites of affliction"     , "nghi lễ giải nạn"                       , "", "", "", 13, "approved", ""
"rites of intensification", "nghi lễ củng cố"                        , "", "", "", 13, "approved", ""
"rites of passage"        , "nghi lễ chuyển tiếp"                    , "", "approved", "", 13, "approved", ""
"rituals"                 , "nghi lễ"                                , "", "approved", "", 13, "approved", ""
"secular religion"        , "tôn giáo thế tục"                       , "", "approved", "", 13, "approved", ""
"shakers"                 , "Shakers"                                , "", "", "", 13, "approved", "Tên riêng, không dịch"
"shamanism"               , "shaman giáo / tín ngưỡng shaman"        , "", "approved", "", 13, "approved", ""
"shamans"                 , "thầy đồng / shaman"                     , "", "", "", 13, "approved", ""
"somã©"                   , "SomÃ©"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"sorcery"                 , "phép thuật"                             , "", "approved", "", 13, "approved", ""
"space"                   , "không gian"                             , "", "approved", "", 13, "approved", ""
"spirits"                 , "linh hồn / thần linh"                   , "", "", "", 13, "approved", ""
"spirituality"            , "tâm linh"                               , "", "approved", "", 13, "approved", ""
"state religion"          , "tôn giáo nhà nước"                      , "", "approved", "", 13, "approved", ""
"structuralism"           , "chủ nghĩa cấu trúc"                     , "", "approved", "", 13, "approved", ""
"superstition"            , "mê tín dị đoan"                         , "", "approved", "", 13, "approved", ""
"swazi"                   , "Swazi"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"symbol"                  , "biểu tượng"                             , "", "approved", "", 13, "approved", ""
"syncretism"              , "sự pha trộn"                            , "", "approved", "", 13, "approved", ""
"turner"                  , "Turner"                                 , "", "", "", 13, "approved", "Tên riêng, không dịch"
"tylor"                   , "Tylor"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"van gennep"              , "van Gennep"                             , "", "", "", 13, "approved", "Tên riêng, không dịch"
"venus figurine"          , "Venus figurine"                         , "", "", "", 13, "approved", "Tên riêng, không dịch"
"warlpiri people"         , "Warlpiri people"                        , "", "", "", 13, "approved", "Tên riêng, không dịch"
"weber"                   , "Weber"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"wicca"                   , "Wicca"                                  , "", "", "", 13, "approved", "Tên riêng, không dịch"
"witchcraft"              , "thuật phù thủy"                         , "", "approved", "", 13, "approved", ""
"worldview"               , "thế giới quan"                          , "", "approved", "", 13, "approved", ""
