key,translation,options,desc_en,desc_vi,chapter,status,notes
"akan"                                                , "Akan"                                                , "", "", "", 3, "approved", "Tên riêng, không dịch"
"archaeologists"                                      , "Archaeologists"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"basic needs"                                         , "basic needs"                                         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"biological anthropologists"                          , "Biological anthropologists"                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"boasian"                                             , "Boasian"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"bourdieu"                                            , "Bourdieu"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"carnival in brazil"                                  , "Carnival in Brazil"                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"cleveland museum of natural history"                 , "Cleveland Museum of Natural History"                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"cultural anthropologists"                            , "Cultural anthropologists"                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"cultural appropriation"                              , "sự chiếm đoạt văn hóa"                               , "", "approved", "", 3, "approved", ""
"cultural ecology"                                    , "sinh thái văn hóa"                                   , "", "approved", "", 3, "approved", ""
"cultural evolutionism"                               , "chủ nghĩa tiến hóa văn hóa"                          , "", "approved", "", 3, "approved", ""
"cultural frames"                                     , "khung văn hóa"                                       , "", "approved", "", 3, "approved", ""
"cultural materialism"                                , "chủ nghĩa duy vật văn hóa"                           , "", "approved", "", 3, "approved", ""
"cultural object"                                     , "cultural object"                                     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"cultural practices"                                  , "các hoạt động văn hóa"                               , "", "approved", "", 3, "approved", ""
"cultural role"                                       , "vai trò văn hóa"                                     , "", "approved", "", 3, "approved", ""
"cultural values"                                     , "Cultural values"                                     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"culture"                                             , "văn hoá"                                             , "", "approved", "", 3, "approved", ""
"darwin"                                              , "Darwin"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"derived needs"                                       , "Derived needs"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"diffusion"                                           , "khuếch tán"                                          , "", "approved", "", 3, "approved", ""
"enculturation"                                       , "enculturation"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"euro-american settlers"                              , "Euro-American settlers"                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"family values"                                       , "family values"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"ferguson"                                            , "Ferguson"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"friction"                                            , "ma sát"                                              , "", "approved", "", 3, "approved", ""
"functionalism"                                       , "chủ nghĩa chức năng"                                 , "", "approved", "", 3, "approved", ""
"geertz"                                              , "Geertz"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"ghana"                                               , "Ghana"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"guanxi"                                              , "guanxi"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"historical particularism"                            , "chủ nghĩa đặc thù lịch sử"                           , "", "approved", "", 3, "approved", ""
"ideologies"                                          , "hệ tư tưởng"                                         , "", "approved", "", 3, "approved", ""
"innovation"                                          , "sự đổi mới"                                          , "", "approved", "", 3, "approved", ""
"intellectual property"                               , "sở hữu trí tuệ"                                      , "", "approved", "", 3, "approved", ""
"invention"                                           , "sự phát minh"                                        , "", "approved", "", 3, "approved", ""
"istanbul grand bazaar"                               , "Istanbul Grand Bazaar"                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"kabyle"                                              , "Kabyle"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"kabyle house"                                        , "Kabyle house"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"kohn"                                                , "Kohn"                                                , "", "", "", 3, "approved", "Tên riêng, không dịch"
"lesotho"                                             , "Lesotho"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"lévi-strauss"                                        , "Lévi-Strauss"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"lgbtqia+"                                            , "LGBTQIA+"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
